臥牛城,4786,4786,5000,臥牛城,名詞,固有名詞,一般,*,*,*,ガウシジョウ,臥牛城,*,C,*,*,*
豊後竹田城,4786,4786,5000,豊後竹田城,名詞,固有名詞,一般,*,*,*,ブンゴタケダジョウ,豊後竹田城,*,C,*,*,*
森岳城,4786,4786,5000,森岳城,名詞,固有名詞,一般,*,*,*,モリガクジョウ,森岳城,*,C,*,*,*
高来城,4786,4786,5000,高来城,名詞,固有名詞,一般,*,*,*,タカキジョウ,高来城,*,C,*,*,*
初雁城,4786,4786,5000,初雁城,名詞,固有名詞,一般,*,*,*,ハツガンジョウ,初雁城,*,C,*,*,*
霧隠城,4786,4786,5000,霧隠城,名詞,固有名詞,一般,*,*,*,キリインジョウ,霧隠城,*,C,*,*,*
河越城,4786,4786,5000,河越城,名詞,固有名詞,一般,*,*,*,カワエツジョウ,河越城,*,C,*,*,*
舞鶴城,4786,4786,5000,舞鶴城,名詞,固有名詞,一般,*,*,*,マイヅルジョウ,舞鶴城,*,C,*,*,*
久松城,4786,4786,5000,久松城,名詞,固有名詞,一般,*,*,*,ヒサマツジョウ,久松城,*,C,*,*,*
葦陽城,4786,4786,5000,葦陽城,名詞,固有名詞,一般,*,*,*,アシヨウジョウ,葦陽城,*,C,*,*,*
近世城,4786,4786,5000,近世城,名詞,固有名詞,一般,*,*,*,キンセイジョウ,近世城,*,C,*,*,*
指月城,4786,4786,5000,指月城,名詞,固有名詞,一般,*,*,*,ユビガツジョウ,指月城,*,C,*,*,*
加里屋城,4786,4786,5000,加里屋城,名詞,固有名詞,一般,*,*,*,カリヤジョウ,加里屋城,*,C,*,*,*
大鷹城,4786,4786,5000,大鷹城,名詞,固有名詞,一般,*,*,*,ダイタカジョウ,大鷹城,*,C,*,*,*
玉藻城,4786,4786,5000,玉藻城,名詞,固有名詞,一般,*,*,*,タマモジョウ,玉藻城,*,C,*,*,*
鶴丸城,4786,4786,5000,鶴丸城,名詞,固有名詞,一般,*,*,*,ツルマルジョウ,鶴丸城,*,C,*,*,*
白鳳城,4786,4786,5000,白鳳城,名詞,固有名詞,一般,*,*,*,ハクホウジョウ,白鳳城,*,C,*,*,*
伊賀上野城,4786,4786,5000,伊賀上野城,名詞,固有名詞,一般,*,*,*,イガウエノジョウ,伊賀上野城,*,C,*,*,*
佐嘉城,4786,4786,5000,佐嘉城,名詞,固有名詞,一般,*,*,*,サカジョウ,佐嘉城,*,C,*,*,*
沈み城,4786,4786,5000,沈み城,名詞,固有名詞,一般,*,*,*,シズミジョウ,沈み城,*,C,*,*,*
亀甲城,4786,4786,5000,亀甲城,名詞,固有名詞,一般,*,*,*,キッコウジョウ,亀甲城,*,C,*,*,*
毛利氏城,4786,4786,5000,毛利氏城,名詞,固有名詞,一般,*,*,*,モウリシジョウ,毛利氏城,*,C,*,*,*
大分城,4786,4786,5000,大分城,名詞,固有名詞,一般,*,*,*,オオイタジョウ,大分城,*,C,*,*,*
海津城,4786,4786,5000,海津城,名詞,固有名詞,一般,*,*,*,カイヅジョウ,海津城,*,C,*,*,*
貝津城,4786,4786,5000,貝津城,名詞,固有名詞,一般,*,*,*,カイツジョウ,貝津城,*,C,*,*,*
茅津城,4786,4786,5000,茅津城,名詞,固有名詞,一般,*,*,*,メツジョウ,茅津城,*,C,*,*,*
輪郭式平城,4786,4786,5000,輪郭式平城,名詞,固有名詞,一般,*,*,*,リンカクシキナラ,輪郭式平城,*,C,*,*,*
千鳥城,4786,4786,5000,千鳥城,名詞,固有名詞,一般,*,*,*,チドリジョウ,千鳥城,*,C,*,*,*
千代田城,4786,4786,5000,千代田城,名詞,固有名詞,一般,*,*,*,チヨダジョウ,千代田城,*,C,*,*,*
支城,4786,4786,5000,支城,名詞,固有名詞,一般,*,*,*,シジョウ,支城,*,C,*,*,*
和田山城,4786,4786,5000,和田山城,名詞,固有名詞,一般,*,*,*,ワダヤマジョウ,和田山城,*,C,*,*,*
箕作城,4786,4786,5000,箕作城,名詞,固有名詞,一般,*,*,*,ミサクジョウ,箕作城,*,C,*,*,*
高取山城,4786,4786,5000,高取山城,名詞,固有名詞,一般,*,*,*,タカトリヤマジョウ,高取山城,*,C,*,*,*
久松山城,4786,4786,5000,久松山城,名詞,固有名詞,一般,*,*,*,ヒサマツヤマジョウ,久松山城,*,C,*,*,*
復元城,4786,4786,5000,復元城,名詞,固有名詞,一般,*,*,*,フクゲンジョウ,復元城,*,C,*,*,*
白旗城,4786,4786,5000,白旗城,名詞,固有名詞,一般,*,*,*,ジョウハタジョウ,白旗城,*,C,*,*,*
連郭式山城,4786,4786,5000,連郭式山城,名詞,固有名詞,一般,*,*,*,レンカクシキヤマジョウ,連郭式山城,*,C,*,*,*
楠木七城,4786,4786,5000,楠木七城,名詞,固有名詞,一般,*,*,*,クスノキシチジョウ,楠木七城,*,C,*,*,*
地蔵ヶ嶽城,4786,4786,5000,地蔵ヶ嶽城,名詞,固有名詞,一般,*,*,*,ジゾウガガクジョウ,地蔵ヶ嶽城,*,C,*,*,*
大津城,4786,4786,5000,大津城,名詞,固有名詞,一般,*,*,*,オオツジョウ,大津城,*,C,*,*,*
霧ヶ城,4786,4786,5000,霧ヶ城,名詞,固有名詞,一般,*,*,*,キリガジョウ,霧ヶ城,*,C,*,*,*
亀岡城,4786,4786,5000,亀岡城,名詞,固有名詞,一般,*,*,*,カメオカジョウ,亀岡城,*,C,*,*,*
日之嶽城,4786,4786,5000,日之嶽城,名詞,固有名詞,一般,*,*,*,ニチユキガクジョウ,日之嶽城,*,C,*,*,*
太田金山城,4786,4786,5000,太田金山城,名詞,固有名詞,一般,*,*,*,オオタカナヤマジョウ,太田金山城,*,C,*,*,*
金山城,4786,4786,5000,金山城,名詞,固有名詞,一般,*,*,*,カナヤマジョウ,金山城,*,C,*,*,*
松阪城,4786,4786,5000,松阪城,名詞,固有名詞,一般,*,*,*,マツサカジョウ,松阪城,*,C,*,*,*
白河城,4786,4786,5000,白河城,名詞,固有名詞,一般,*,*,*,シラカワジョウ,白河城,*,C,*,*,*
小峰城,4786,4786,5000,小峰城,名詞,固有名詞,一般,*,*,*,コミネジョウ,小峰城,*,C,*,*,*
高岡古城,4786,4786,5000,高岡古城,名詞,固有名詞,一般,*,*,*,タカオカコジョウ,高岡古城,*,C,*,*,*
不来方城,4786,4786,5000,不来方城,名詞,固有名詞,一般,*,*,*,コズカタジョウ,不来方城,*,C,*,*,*
鷹岡城,4786,4786,5000,鷹岡城,名詞,固有名詞,一般,*,*,*,タカオカジョウ,鷹岡城,*,C,*,*,*
あやめ城,4786,4786,5000,あやめ城,名詞,固有名詞,一般,*,*,*,アヤメジョウ,あやめ城,*,C,*,*,*
